,Location,Book_Title,Book_Author,Publisher,Book_Rating,user_id,ISBN,Cluster
1516,2663,179,2138,1180,9,110317,451188489,3
1517,2663,7438,4902,1465,5,110317,590434985,3
1518,2367,6386,3428,874,8,110349,451175204,3
1519,2236,695,228,979,7,110361,60934417,0
1520,2236,7438,4902,1465,7,110361,312310064,3
1521,2236,2522,4545,1367,9,110361,375713298,3
1522,2236,771,3100,1179,9,110361,451205146,3
1523,368,7438,4902,1465,5,110362,747560595,2
1524,1485,316,4682,1171,6,110367,2020306492,4
1525,1485,7438,4902,1465,9,110367,2081625989,4
1526,380,6197,218,747,8,110382,316789089,3
1527,380,5963,3055,428,9,110382,449223493,3
1528,402,5838,1059,855,5,110414,968621414,2
1529,1691,7438,4902,1465,8,110432,6482643,0
1530,831,3463,4489,1062,7,110440,399215093,3
1531,831,6292,2980,333,8,110440,440224594,3
1532,831,5101,1721,336,9,110440,440236703,3
1533,831,1,1238,130,7,110440,440428475,3
1534,831,5717,565,1134,6,110440,833547046,2
1535,138,1897,3879,529,7,110459,373036175,3
1536,138,1945,4774,1182,8,110459,373190026,3
1537,1554,7266,3389,768,7,110473,2147483647,4
1538,906,4977,680,107,8,110483,38080719,0
1539,906,5642,3262,118,10,110483,67187750,0
1540,906,399,263,125,9,110483,345368924,3
1541,906,3329,3564,705,9,110483,375828192,3
1542,906,7438,4902,1465,8,110483,425182150,3
1543,906,204,4007,19,7,110483,441006582,3
1544,906,2341,2776,19,10,110483,441304834,3
1545,906,3058,4340,19,9,110483,441469299,3
1546,906,3767,2776,682,7,110483,515133876,3
1547,906,3695,3816,128,8,110483,553572350,3
1548,906,2092,3262,118,9,110483,671577786,2
1549,906,961,263,118,8,110483,671721666,2
1550,906,447,1373,118,10,110483,671878654,2
1551,906,2993,2897,118,10,110483,671878778,2
1552,906,7438,4902,1465,9,110483,756400600,2
1553,906,7438,4902,1465,9,110483,770428371,2
1554,906,1120,3262,1297,9,110483,812522729,2
1555,906,976,4001,1301,10,110483,812580354,2
1556,906,7438,4902,1465,9,110483,879979887,2
1557,906,5250,3262,874,9,110483,886775779,2
1558,906,6388,3092,324,9,110483,886777437,2
1559,433,5761,3777,1208,8,110484,312864639,3
1560,1961,7438,4902,1465,9,110486,201,0
1561,1476,7266,3389,768,8,110498,2147483647,4
1562,318,5461,3797,1431,10,110644,880385359,2
1563,829,198,2335,336,7,110661,44023722,0
1564,829,6606,378,1184,7,110661,684864843,2
1565,1149,3467,2801,1064,9,110702,399142487,3
1566,76,7438,4902,1465,8,110712,99740516,0
1567,823,2340,2640,1098,5,110743,373250266,3
1568,2835,5301,3236,945,10,110746,333002148,3
1569,2835,2242,3688,1285,10,110746,349101094,3
1570,2835,6272,1229,670,8,110746,711701776,2
1571,590,7266,3389,768,7,110752,2147483647,4
1572,2206,3851,1018,1392,8,110808,446526398,3
1573,1186,3332,4448,597,8,110834,805036377,2
1574,2161,588,3918,454,10,110853,29146739,0
1575,2161,6212,2369,139,8,110853,760738904,2
1576,1864,1042,3865,1369,8,110883,679723692,2
1577,1887,6645,218,747,8,110887,316789976,3
1578,1887,2523,4511,1241,8,110887,671682229,2
1579,1629,1568,937,1214,7,110912,312995423,3
1580,1629,4236,3330,1180,9,110912,451195663,3
1581,1629,3629,1210,183,9,110912,517693119,3
1582,1629,6586,1908,128,10,110912,553250531,3
1583,1629,7438,4902,1465,5,110912,553576801,3
1584,1629,7438,4902,1465,9,110912,684855631,2
1585,190,4036,3542,1184,7,110919,671875396,2
1586,2356,7438,4902,1465,10,110920,679446486,2
1587,2832,2504,427,168,6,110927,552999954,3
1588,850,3113,4640,1322,8,110929,842342702,2
1589,1278,6101,1508,774,6,110934,28613228,0
1590,1278,7438,4902,1465,8,110934,64408655,0
1591,1278,5324,2817,549,8,110934,64410129,0
1592,1278,7438,4902,1465,8,110934,68484477,0
1593,1278,1020,196,523,8,110934,151004099,0
1594,1278,7438,4902,1465,8,110934,312289871,3
1595,1278,7204,1026,790,7,110934,395752868,3
1596,1278,7438,4902,1465,9,110934,439064864,3
1597,1278,2406,1882,1149,10,110934,439139597,3
1598,1278,6817,1729,741,10,110934,446310786,3
1599,1278,2265,3046,1392,10,110934,446365386,3
1600,1278,5620,3475,1392,9,110934,446679879,3
1601,1278,2630,255,916,7,110934,451410319,3
1602,1278,6909,4390,1399,7,110934,743444035,2
1603,1278,5090,98,62,9,110934,1400031354,1
1604,139,3331,4448,428,6,110945,449223604,3
1605,2782,7380,776,554,6,110973,61020192,0
1606,2782,7438,4902,1465,9,110973,67081458,0
1607,2782,7438,4902,1465,8,110973,67082982,0
1608,2782,5499,3018,893,9,110973,189238910,0
1609,2782,6702,1338,1208,10,110973,312132204,3
1610,2782,7438,4902,1465,8,110973,345384350,3
1611,2782,5401,3933,125,8,110973,345409973,3
1612,2782,1325,4155,125,9,110973,345434226,3
1613,2782,7438,4902,1465,10,110973,345444884,3
1614,2782,2857,1715,157,6,110973,425105466,3
1615,2782,2404,1882,1149,8,110973,439064872,3
1616,2782,4073,3499,19,9,110973,441008984,3
1617,2782,512,106,19,7,110973,441025722,3
1618,2782,460,3517,1395,8,110973,446321095,3
1619,2782,2118,2277,1392,7,110973,446608823,3
1620,2782,1378,1742,875,7,110973,451081641,3
1621,2782,7438,4902,1465,9,110973,451097467,3
1622,2782,5536,1609,877,7,110973,451113381,3
1623,2782,5238,3907,1118,9,110973,451458044,3
1624,2782,5052,185,682,5,110973,515120464,3
1625,2782,1303,2372,129,9,110973,553284118,3
1626,2782,5156,618,129,9,110973,553572997,3
1627,2782,7438,4902,1465,10,110973,670813028,2
1628,2782,3023,4851,1014,9,110973,671508482,2
1629,2782,4536,3538,449,9,110973,765341174,2
1630,2782,7357,1009,1297,9,110973,812550021,2
1631,2782,1404,109,692,8,110973,821743317,2
1632,2782,1158,1277,727,7,110973,843949880,2
1633,2782,3854,3922,727,8,110973,843951036,2
1634,2782,616,3146,875,9,110973,886774721,2
1635,2782,7438,4902,1465,9,110973,1558531564,1
1636,2231,5989,4617,158,8,111019,425132617,3
1637,2231,6124,3856,328,9,111027,34532448,0
1638,1533,636,903,62,6,111046,385722206,3
1639,549,5674,4349,125,5,111133,345384008,3
1640,549,523,3077,456,7,111133,966808606,2
1641,1174,420,954,1129,10,111166,1558533729,1
1642,234,6374,1930,1076,9,111190,37582412,0
1643,234,6283,215,997,7,111190,312195516,3
1644,557,7438,4902,1465,9,111194,446527033,3
1645,1020,7266,3389,768,1,111201,2147483647,4
1646,1425,7438,4902,1465,5,111228,760701067,2
1647,380,169,4375,772,7,111269,1931561192,4
1648,1902,7438,4902,1465,7,111286,38548948,0
1649,1902,4714,3813,125,6,111305,345404769,3
1650,2236,4798,4274,529,5,111310,373122683,3
1651,2637,7438,4902,1465,8,111349,14043,0
1652,36,3231,782,754,7,111387,864426186,2
1653,2224,6373,3965,1077,7,111413,679811761,2
1654,1902,5669,352,877,9,111499,451191153,3
1655,944,7266,3389,768,6,111538,2147483647,4
1656,2279,7266,3389,768,8,111582,2147483647,4
1657,1254,5080,2999,336,5,111634,440235596,3
1658,1254,497,2715,132,10,111634,553213164,3
1659,2551,5867,20,62,8,111637,140003180,0
1660,2551,107,168,125,4,111637,345425707,3
1661,2158,7438,4902,1465,7,111642,156027321,0
1662,1634,7438,4902,1465,8,111669,671226649,2
1663,1715,2411,1882,84,10,111731,59035342,0
1664,2028,7438,4902,1465,5,111747,385485212,3
1665,2028,7438,4902,1465,9,111747,553580914,3
1666,175,7266,3389,768,8,111758,2147483647,4
1667,2202,1462,72,1392,8,111847,446601543,3
1668,2202,7438,4902,1465,8,111847,553297260,3
1669,1504,7266,3389,768,6,111858,2147483647,4
1670,181,4742,3929,986,9,111864,201328429,0
1671,1984,4638,378,561,6,111924,61092827,0
1672,2629,2494,1069,158,7,111933,42513525,0
1673,1527,3815,3777,328,7,111944,34530456,0
1674,1527,1073,4071,125,6,111944,345253892,3
1675,1527,7438,4902,1465,8,111944,440218772,3
1676,1527,6664,2009,19,8,111944,441894410,3
1677,1527,410,4719,1206,6,111944,553262807,3
1678,1527,7438,4902,1465,7,111944,553299352,3
1679,1527,6578,3165,118,8,111944,671578448,2
1680,1527,672,3262,118,7,111944,671878638,2
1681,35,2397,4047,158,8,111947,425125467,3
1682,35,5790,3727,1392,1,111947,446345288,3
1683,35,810,3283,1055,10,111947,1413705855,1
1684,35,806,1150,999,5,111947,1558170960,1
1685,1052,7438,4902,1465,8,111953,261107237,3
1686,409,7064,819,1188,3,111954,671690582,2
1687,187,7438,4902,1465,10,112001,6018650,0
1688,187,6782,398,157,7,112001,42513573,0
1689,187,1210,272,561,9,112001,61099708,0
1690,187,2569,2554,529,8,112001,373790473,3
1691,187,7282,4103,108,10,112001,380001373,3
1692,187,5008,4103,107,10,112001,380806304,3
1693,187,7438,4902,1465,8,112001,385315066,3
1694,187,7438,4902,1465,5,112001,385492758,3
1695,187,2333,1861,336,9,112001,440205492,3
1696,187,4527,3508,682,10,112001,515122734,3
1697,187,7438,4902,1465,10,112001,553104144,3
1698,187,5276,3805,1206,10,112001,553252607,3
1699,187,7438,4902,1465,10,112001,553285785,3
1700,187,7438,4902,1465,10,112001,609001302,2
1701,187,1885,1936,1184,10,112001,671898841,2
1702,187,7438,4902,1465,8,112001,786890436,2
1703,187,7438,4902,1465,10,112001,804111898,2
1704,187,7232,1444,692,10,112001,821756389,2
1705,187,7438,4902,1465,9,112001,881910015,2
1706,187,2312,1809,650,10,112001,1404304606,1
1707,187,6530,4193,836,10,112001,1551666723,1
1708,187,3895,841,999,9,112001,1558174494,1
1709,1334,2525,2736,1452,7,112026,440419468,3
1710,1334,2458,2148,1014,8,112026,671047515,2
1711,1334,7116,4058,835,8,112026,1551668394,1
1712,40,7266,3389,768,6,112063,2147483647,4
1713,2588,5421,2864,50,9,112083,28635868,0
1714,2588,5550,4860,1219,9,112083,55328634,0
1715,2588,4946,4860,1059,10,112083,140345825,0
1716,2588,4734,4860,1059,9,112083,140375988,0
1717,2588,5986,121,747,8,112083,316666343,3
1718,2588,7438,4902,1465,9,112083,590317660,3
1719,2588,3027,1210,1014,8,112083,671467263,2
1720,2588,3339,1510,1294,10,112083,1591820723,1
1721,2588,1899,4188,1293,9,112083,1591823269,1
1722,2588,2292,3009,1293,10,112083,1591823358,1
1723,2588,2293,3009,1293,10,112083,1591823374,1
1724,2588,2927,3208,1294,10,112083,1591824737,1
1725,2588,2926,3208,1294,9,112083,1931514798,4
1726,2588,7266,3389,768,7,112083,2147483647,4
1727,2588,7266,3389,768,9,112083,2147483647,4
1728,2409,3213,2892,749,8,112093,73870072,0
1729,2409,3089,4502,158,5,112093,425177009,3
1730,2409,3581,4502,158,5,112093,425182010,3
1731,2409,4452,4857,128,8,112093,553213059,3
1732,2409,159,4164,128,7,112093,553279912,3
1733,2343,824,816,979,7,112103,380728133,3
1734,433,1446,4442,561,9,112109,6109157,0
1735,433,1459,4209,125,7,112109,345319540,3
1736,433,7438,4902,1465,8,112109,425179885,3
1737,433,2937,2653,974,7,112109,452257212,3
1738,1084,1401,4541,128,8,112111,553583573,3
1739,814,6074,2408,125,6,112120,345413903,3
1740,2147,6548,1491,961,6,112125,140184783,0
1741,2564,6623,4551,324,9,112130,756401356,2
1742,2564,7438,4902,1465,9,112148,261102214,3
1743,2564,7330,4583,1300,9,112148,812548051,2
1744,2722,7438,4902,1465,9,112169,451184963,3
1745,113,3110,492,907,8,112173,1565927052,1
1746,1012,7438,4902,1465,8,112188,553062247,3
1747,2603,143,1316,129,9,112199,553278029,3
1748,1999,126,83,965,8,112227,140062254,0
1749,645,1453,2879,561,7,112231,60514949,0
1750,2208,5512,1321,561,8,112251,61040797,0
1751,602,2479,3555,719,10,112292,440933943,3
1752,1237,3453,323,947,7,112315,679729771,2
1753,1051,7438,4902,1465,7,112328,425050513,3
1754,2155,7426,3823,128,10,112335,553277472,3
1755,367,422,3463,561,6,112401,380789035,3
1756,367,2339,4491,1392,8,112401,446603066,3
1757,753,5246,1804,997,5,112402,312130279,3
1758,1958,7438,4902,1465,9,112408,385332777,3
1759,1958,7438,4902,1465,10,112408,425107469,3
1760,1859,5854,2993,1073,8,112412,375501517,3
1761,232,1915,701,554,4,112457,6164625,0
1762,780,6069,1010,436,8,112507,684848120,2
1763,2508,5577,2458,107,7,112541,380400634,3
1764,2508,7438,4902,1465,8,112541,399146245,3
1765,2508,2009,3440,1180,6,112541,451184327,3
1766,657,3819,699,107,9,112559,380756218,3
1767,657,7438,4902,1465,9,112559,399148027,3
1768,657,1506,2106,1018,9,112559,671524208,2
1769,657,10,1547,811,6,112559,809230801,2
1770,657,5520,4235,548,5,112559,887307876,2
1771,402,6817,1729,741,6,112570,446310786,3
1772,1433,91,2098,1419,8,112583,962975419,2
1773,2473,4775,4589,924,7,112607,575052228,3
1774,2120,5829,1773,1269,8,112672,312200544,3
1775,2120,2802,3218,1214,9,112672,312283261,3
1776,2120,2392,733,1385,8,112672,393975606,3
1777,2120,7438,4902,1465,10,112672,399141227,3
1778,2120,2078,2328,1304,7,112672,684818892,2
1779,657,3743,2092,1055,9,112686,159129987,0
1780,225,2197,2597,1392,8,112693,446391301,3
1781,2467,6972,3067,979,7,112709,60562080,0
1782,2467,2356,674,1184,5,112709,684807653,2
1783,2467,637,837,1371,8,112709,1852277629,4
1784,1312,1249,1675,1102,5,112736,60392827,0
1785,1312,5600,3356,979,5,112736,60921927,0
1786,1312,4653,606,1173,10,112736,877732647,2
1787,377,2048,4740,529,10,112761,373835663,3
1788,377,2438,3508,682,7,112761,515128554,3
1789,2749,1852,84,1369,7,112765,67973385,0
1790,2749,2345,1679,1287,10,112765,1892051060,4
1791,957,1087,3286,1392,7,112790,44661162,0
1792,2809,5811,3289,995,7,112807,312305060,3
1793,434,7413,3534,554,5,112811,60175532,0
1794,202,23,371,1438,9,112818,894803700,2
1795,215,3296,486,129,10,112856,553284673,3
1796,1282,82,2815,377,10,112881,525935835,3
1797,1282,7438,4902,1465,7,112881,676972853,2
1798,2035,4440,4680,1266,10,112896,972012907,2
1799,286,6,4800,580,7,112898,1561708755,1
1800,2624,7266,3389,768,8,112933,2147483647,4
1801,497,7266,3389,768,5,112936,2147483647,4
1802,2141,7438,4902,1465,5,112946,316569321,3
1803,672,6731,80,65,6,112953,385491468,3
1804,672,303,3488,1114,7,112953,1573227331,1
1805,869,4572,218,116,5,112972,316089699,3
1806,1119,4019,1868,1368,8,112979,394742117,3
1807,1119,3496,3136,1259,5,112979,898157803,2
1808,1119,2252,1798,616,9,112979,1562920960,1
1809,1119,4361,2451,568,8,112979,1577942620,1
1810,2060,7438,4902,1465,10,112986,158749230,0
1811,1076,4481,345,997,7,112987,31242227,0
1812,1622,7438,4902,1465,8,112998,446525502,3
1813,2635,632,2213,678,10,113030,20306652,0
1814,2635,194,2196,982,8,113030,61073628,0
1815,2009,1987,845,158,4,113088,425190641,3
1816,1496,6118,98,62,7,113096,1400034779,1
1817,348,2773,1579,548,6,113142,887308244,2
1818,2242,7438,4902,1465,10,113155,425139034,3
1819,2203,3350,4857,961,8,113203,140707050,0
1820,825,7438,4902,1465,10,113270,67976402,0
1821,825,6314,1589,573,7,113270,156767503,0
1822,825,5986,121,747,9,113270,316666343,3
1823,825,377,218,747,9,113270,316782262,3
1824,825,738,53,125,9,113270,345445848,3
1825,825,7438,4902,1465,10,113270,375411070,3
1826,825,438,1246,1367,10,113270,375705198,3
1827,825,6650,1343,563,10,113270,380679914,3
1828,825,789,2335,360,7,113270,385511612,3
1829,825,59,3486,1392,10,113270,446527785,3
1830,825,6200,1908,128,10,113270,553289411,3
1831,825,6435,2882,368,10,113270,743464451,2
1832,825,3805,380,933,6,113270,805063897,2
1833,825,6118,98,62,8,113270,1400034779,1
1834,1823,463,3271,1182,8,113277,373764421,3
1835,1322,6071,61,158,8,113279,425067874,3
1836,1322,1758,61,336,10,113279,440123291,3
1837,2853,4927,3985,125,3,113292,345286251,3
1838,433,7438,4902,1465,8,113334,345396553,3
1839,433,3925,1221,1077,8,113334,394842553,3
1840,433,3978,2515,1014,7,113334,671010107,2
1841,898,950,123,125,7,113340,345426061,3
1842,2734,5063,64,1449,8,113348,300089023,3
1843,2260,7438,4902,1465,5,113364,88730687,0
1844,2345,7438,4902,1465,5,113383,312291639,3
1845,342,3986,2069,561,8,113435,61009059,0
1846,342,4945,2415,961,4,113435,140291865,0
1847,2021,809,3471,463,8,113467,399147020,3
1848,1073,2530,1050,747,5,113475,316779989,3
1849,488,7438,4902,1465,6,113531,39914739,0
1850,488,2074,1321,107,7,113531,380767597,3
1851,892,7266,3389,768,5,113537,2147483647,4
1852,1962,7266,3389,768,6,113588,2147483647,4
1853,1996,7438,4902,1465,7,113602,440235804,3
1854,1996,3644,1672,1180,7,113602,451180410,3
1855,1110,7438,4902,1465,9,113608,342603008,3
1856,1600,4668,4789,1014,10,113649,671021001,2
1857,386,2283,2056,1012,10,113661,452283396,3
1858,2222,7438,4902,1465,7,113700,451168380,3
1859,289,2011,4368,632,5,113723,786866020,2
1860,1575,5464,937,360,7,113817,385504209,3
1861,1793,607,3509,562,7,113819,380757206,3
1862,2206,6644,2247,715,8,113856,440219019,3
1863,877,3460,971,1218,8,113866,671047574,2
1864,163,6208,390,979,8,113904,60930535,0
1865,163,3274,231,543,7,113904,380709910,3
1866,163,4921,4541,128,7,113904,553292722,3
1867,163,7438,4902,1465,6,113904,743243307,2
1868,2723,6670,3957,1059,8,113955,141301104,0
1869,2723,6144,4011,955,7,113955,201353822,0
1870,2723,5486,4661,158,8,113955,425161749,3
1871,2723,1790,4661,158,8,113955,425171132,3
1872,2723,2177,4661,158,8,113955,425175146,3
1873,2723,6547,1520,718,7,113955,440219760,3
1874,2723,4174,2250,377,7,113955,525453660,3
1875,2723,4644,1208,1193,7,113955,553566199,3
1876,2372,4144,4863,555,5,113966,6107635,0
1877,857,7438,4902,1465,6,113979,94536,0
1878,2027,4800,4070,808,8,113983,70521824,0
1879,2027,339,4035,88,5,113983,130073458,0
1880,2027,7219,4392,125,10,113983,345316991,3
1881,2027,2506,2239,678,5,113983,471157813,3
1882,2027,5630,3228,1420,7,113983,471242128,3
1883,2027,259,1881,678,10,113983,471616842,3
1884,2027,7299,1552,871,8,113983,785270450,2
1885,2027,1615,3906,632,5,113983,786881852,2
1886,2027,1851,3797,1431,9,113983,880389206,2
1887,2027,4118,3749,847,8,113983,1558605347,1
1888,2027,4803,3807,1431,9,113983,1560760478,1
1889,2027,3902,3708,907,9,113983,1565920481,1
1890,1634,5986,121,747,8,113989,316666343,3
1891,1634,7438,4902,1465,5,113989,446527858,3
1892,519,6013,3319,1394,6,114050,892965606,2
1893,2607,7266,3389,768,5,114052,2147483647,4
1894,1999,7438,4902,1465,6,114076,99387913,0
1895,2206,378,1390,544,9,114141,61092738,0
1896,1978,4792,4437,1033,10,114143,731800613,2
1897,2557,2186,1915,125,6,114178,345337964,3
1898,2557,6481,2335,336,8,114178,440241073,3
1899,2557,7438,4902,1465,10,114178,451203771,3
1900,2557,7438,4902,1465,9,114178,452259878,3
1901,2557,3053,235,1438,9,114178,761102426,2
1902,2557,4132,431,1292,10,114178,1577170814,1
1903,2557,7266,3389,768,8,114178,2147483647,4
1904,1274,1933,2759,562,7,114197,64400034,0
1905,560,1216,1134,428,8,114200,449219569,3
1906,560,852,1134,428,8,114200,449221156,3
1907,538,7438,4902,1465,5,114213,33032952,0
1908,2000,7438,4902,1465,5,114217,552146137,3
1909,2000,4932,116,850,7,114217,1576734749,1
1910,2110,2905,2338,366,5,114218,89272322,0
1911,1755,7266,3389,768,6,114251,2147483647,4
1912,983,7438,4902,1465,8,114258,60007788,0
1913,983,2767,1913,128,10,114258,553269151,3
1914,1449,7438,4902,1465,7,114279,749395850,2
1915,1449,7438,4902,1465,10,114279,749397543,2
1916,1575,7438,4902,1465,6,114301,27110907,0
1917,230,1291,2011,743,8,114304,316690619,3
1918,2799,7438,4902,1465,9,114306,771099746,2
1919,1563,4538,2855,1182,5,114368,37309230,0
1920,1563,4709,2516,529,5,114368,37379102,0
1921,1563,4594,4193,1392,5,114368,44652767,0
1922,1563,951,2759,562,5,114368,64400050,0
1923,1563,2636,2915,693,5,114368,73943053,0
1924,1563,4547,867,1457,5,114368,82171922,0
1925,1563,5021,4277,835,5,114368,155166416,0
1926,1563,7154,2160,835,5,114368,155166951,0
1927,1563,1781,867,999,5,114368,155817527,0
1928,1563,2561,2915,1213,5,114368,312979681,3
1929,1563,7438,4902,1465,5,114368,312980159,3
1930,1563,7438,4902,1465,5,114368,345452704,3
1931,1563,2448,1176,529,5,114368,373259468,3
1932,1563,3820,3508,1182,10,114368,373270976,3
1933,1563,510,2160,529,5,114368,373440049,3
1934,1563,7438,4902,1465,10,114368,373483503,3
1935,1563,979,3508,1182,10,114368,373483546,3
1936,1563,4365,3508,1182,10,114368,373484429,3
1937,1563,5105,3508,1182,10,114368,373510136,3
1938,1563,4259,2064,529,5,114368,373511213,3
1939,1563,415,4277,1183,5,114368,373764952,3
1940,1563,6985,627,529,5,114368,373790112,3
1941,1563,2237,2265,529,5,114368,373791127,3
1942,1563,7137,2031,529,5,114368,373791208,3
1943,1563,542,2917,529,5,114368,373791275,3
1944,1563,2394,2106,529,5,114368,373834128,3
1945,1563,4348,3508,529,10,114368,373834284,3
1946,1563,7438,4902,1465,5,114368,385319576,3
1947,1563,3221,958,330,5,114368,385335377,3
1948,1563,7438,4902,1465,8,114368,385493800,3
1949,1563,7438,4902,1465,10,114368,399142401,3
1950,1563,1770,3792,158,5,114368,425091031,3
1951,1563,3762,1877,158,5,114368,425148297,3
1952,1563,1060,1877,158,10,114368,425157628,3
1953,1563,7032,1877,158,5,114368,425160394,3
1954,1563,1255,1877,158,5,114368,425168131,3
1955,1563,715,3508,158,5,114368,425178579,3
1956,1563,173,3508,158,10,114368,425183181,3
1957,1563,4180,3508,158,5,114368,425189031,3
1958,1563,1072,958,333,5,114368,440111811,3
1959,1563,2154,958,333,5,114368,440126894,3
1960,1563,4577,958,333,5,114368,440177049,3
1961,1563,4887,4193,1392,1,114368,446527017,3
1962,1563,2489,3508,682,10,114368,515116068,3
1963,1563,7276,799,682,5,114368,515136824,3
1964,1563,6264,4193,129,5,114368,553217461,3
1965,1563,7438,4902,1465,10,114368,553285785,3
1966,1563,897,4148,422,5,114368,553571583,3
1967,1563,7438,4902,1465,5,114368,553576003,3
1968,1563,3479,4722,1014,5,114368,671534718,2
1969,1563,6980,4722,1014,5,114368,671534734,2
1970,1563,6939,4722,1014,5,114368,671695142,2
1971,1563,3528,4722,1014,5,114368,671695169,2
1972,1563,3744,4722,1014,5,114368,671729462,2
1973,1563,3789,2915,114,5,114368,758200862,2
1974,1563,623,2915,114,5,114368,758205511,2
1975,1563,4020,4508,125,5,114368,804119716,2
1976,1563,7028,867,1457,5,114368,821716409,2
1977,1563,1374,867,1457,5,114368,821725025,2
1978,1563,3622,867,1457,5,114368,821729497,2
1979,1563,4546,867,1457,5,114368,821730088,2
1980,1563,1511,2065,1457,5,114368,821755633,2
1981,1563,6946,2660,835,5,114368,1551660490,1
1982,1563,7323,3508,835,10,114368,1551660598,1
1983,1563,7438,4902,1465,5,114368,1551665352,1
1984,1563,2070,4508,836,5,114368,1551666804,1
1985,1563,3938,1749,835,5,114368,1551667118,1
1986,1563,1538,4193,835,5,114368,1551667932,1
1987,601,6085,1517,365,6,114379,48626551,0
1988,773,2578,2767,563,5,114414,60173076,0
1989,773,5324,2817,549,5,114414,64410129,0
1990,773,6202,152,529,5,114414,373122586,3
1991,773,7438,4902,1465,5,114414,670835382,2
1992,773,3437,3172,820,10,114414,696211297,2
1993,773,6848,2915,114,8,114414,758200846,2
1994,773,927,2074,598,5,114414,805050957,2
1995,38,6685,2340,125,7,114444,34536676,0
1996,38,2084,126,562,10,114444,64450937,0
1997,38,6027,1069,158,7,114444,425127583,3
1998,38,5661,2371,158,6,114444,425155722,3
1999,38,7052,845,129,8,114444,553273906,3
2000,38,3114,4640,1322,5,114444,842329129,2
2001,462,7438,4902,1465,3,114446,22404396,0
2002,462,4774,4589,561,8,114446,61092177,0
2003,462,7438,4902,1465,7,114446,74930166,0
2004,462,7438,4902,1465,8,114446,99784815,0
2005,462,7438,4902,1465,10,114446,140264736,0
2006,462,5986,121,747,9,114446,316666343,3
2007,462,4363,1380,620,7,114446,618334661,2
2008,462,3417,2396,594,10,114446,1900924498,4
2009,1275,3953,3508,682,4,114467,515133868,3
2010,75,5012,3067,561,7,114483,60557257,0
2011,75,7438,4902,1465,10,114483,440224837,3
2012,1211,5355,2081,254,8,114492,872863220,2
2013,1553,2404,1882,1149,10,114498,439064872,3
2014,304,3320,121,116,7,114538,316096199,3
2015,86,1425,1864,561,9,114544,38082101,0
2016,86,198,2335,336,7,114544,44023722,0
2017,86,2939,3508,682,6,114544,51513628,0
2018,86,2650,4789,1101,10,114544,60987561,0
2019,86,4298,4053,544,7,114544,61010200,0
2020,86,2687,1686,961,7,114544,142000205,0
2021,86,947,4206,573,7,114544,156005042,0
2022,86,5171,4206,573,5,114544,156005646,0
2023,86,5810,3289,995,8,114544,312243022,3
2024,86,6392,4095,1214,7,114544,312961324,3
2025,86,7438,4902,1465,7,114544,375707972,3
2026,86,2575,179,1368,8,114544,375727345,3
2027,86,7438,4902,1465,7,114544,452284937,3
2028,86,7438,4902,1465,9,114544,553574574,3
2029,86,783,2164,1399,8,114544,671042564,2
2030,86,7074,4588,1014,6,114544,671537458,2
2031,86,4926,3014,1253,8,114544,786868619,2
2032,86,88,974,589,7,114544,1558743669,1
2033,1634,7438,4902,1465,8,114592,399141308,3
2034,1634,7312,4560,921,3,114592,942272080,2
2035,1409,5482,2925,128,8,114611,553276743,3
2036,1409,6662,1617,1322,5,114611,842379533,2
2037,2534,4140,4445,559,8,114629,62501860,0
2038,2534,2678,1640,436,10,114629,671252755,2
2039,1742,900,2161,780,10,114639,156833110,0
2040,1887,127,1259,426,8,114698,374424829,3
2041,2121,1407,2745,916,9,114700,451409450,3
2042,2121,3066,3914,1014,5,114700,671888021,2
2043,2121,6591,4698,695,9,114700,821741330,2
2044,2121,2615,3655,1438,9,114700,894808281,2
2045,2121,2461,3432,882,9,114700,1572242329,1
2046,2821,6516,4112,158,5,114724,1572972327,1
2047,1659,513,96,784,5,114771,385498527,3
2048,1306,3823,3943,1458,9,114785,821718436,2
2049,1195,7438,4902,1465,8,114820,553582127,3
2050,1526,3321,3304,632,9,114834,786867647,2
2051,646,7438,4902,1465,8,114865,6129455,0
2052,646,7438,4902,1465,9,114865,7664176,0
2053,646,2193,1105,81,9,114865,9905860,0
2054,646,7438,4902,1465,9,114865,90036700,0
2055,646,7438,4902,1465,9,114865,90046404,0
2056,646,7438,4902,1465,9,114865,140041931,0
2057,646,7438,4902,1465,9,114865,330490982,3
2058,646,7438,4902,1465,9,114865,333583213,3
2059,646,7438,4902,1465,10,114865,376036214,3
2060,646,7438,4902,1465,5,114865,450588858,3
2061,646,7438,4902,1465,9,114865,552125695,3
2062,646,7438,4902,1465,9,114865,712654372,2
2063,646,7438,4902,1465,8,114865,861246969,2
2064,646,7438,4902,1465,8,114865,864391684,2
2065,646,572,3465,745,9,114865,949773905,2
2066,646,7438,4902,1465,9,114865,949819328,2
2067,646,7438,4902,1465,7,114865,958820805,2
2068,776,2606,4608,982,7,114868,6000942,0
2069,776,7438,4902,1465,9,114868,44021145,0
2070,776,1935,1380,979,9,114868,60938455,0
2071,776,6098,2898,961,7,114868,140469788,0
2072,776,1222,2672,51,8,114868,155153911,0
2073,776,2603,4815,125,6,114868,345370805,3
2074,776,5441,2407,423,9,114868,374129983,3
2075,776,7438,4902,1465,6,114868,440295858,3
2076,776,4071,683,504,10,114868,448095106,3
